Sentence,Label
Anyone who doesn't want censoring must be a pervert.,ad hominem
"You have obviously no idea of movies. Better get a bigger TV, maybe then you can see better what happens on the screen.",ad hominem
But do you remember fukushima? It exploded. All nuclear reactors are potential bombs.,hasty generalization
"Well, I was watching Home, and in that movie, they had flying objects, as well. And she didn't die in the movie. Obviously then it's okay",appeal to (false) authority
Don't you find it sad that people have to die earlier because they won't get the needed substances like non-vegan people? Think about those people!,appeal to pity
"Putin has nothing to say regarding the EU. It is our choice who joins and who does not. I think the country is ready. We are neighbours, we share much culture and many people from Turkey do already live in european countries. They are ready.",nothing
That Gorillas should be held in Zoos,nothing
no. Price of milk is already too high,appeal to (false) authority
Medicine needs more doctors like house MD.,equivocation
Classrooms are for learning not for talking on cellphones. Students should mute their phones during class if they really need to use them.,ad hominem
No cellphones shouldn't be used during class. Students will never listen to teachers and they will cheat on tests.,hasty generalization
"Please, Apple, don't pay any money to these so-called ""musicians"" - they are just rich cocain junkies, we don't want to support them  further...",appeal to ridicule
A police patrol just arrested two immigrants from Africa for breaking into a family house in Bayern. We MUST keep our borders closed  for these criminals.,hasty generalization
I know that differences in global temperatures are  totally normal and have been happening for hundreds of thousands of years. This has never been a problem. Now it isnt one as well.,nothing
"Refugees mostly flee from the war, poverty or tyranny in their countries. Unless these problems are solved to some extent and they have some other safe place to reside in, except EU, they should be welcome.",nothing
Computers are unavoidable in present days!,appeal to (false) authority
I think it would help those people get an education which would be good for their children.,ad hominem
yes,nothing
Apple must pay the artist! You want them to do living for free and end up on the street while you're listening to their music from your brand new iShit?,appeal to pity
"Well, depends on what is meant by ""building the minds"" - but in general, television is a really good tool for brainwashing the children, especially in early ages.",nothing
"I get mad when i think about all these poor guys on the street, having no home, no job, no family. All because they started taking drugs. Its so sad, we need heavier penalties.",appeal to anger
Rather than adopting stiffer penalties for drug use we should focus more on counseling. Drug trafficking is another story.,nothing
You should be allowed to use cell phones because my friend had an emergency one time so all kids have emergencies.,hasty generalization
i dont like nuclear energy...,nothing
"But Steve jobs said: MICROSOFT IS THEEEEEEEE COMPANY. Microsoft, not apple.",appeal to (false) authority
Yes because my grandmother always tell me so.,appeal to (false) authority
It is people like you who force us normal people into the dictatorship of unnecessary organizations.,ad hominem
"Yes, we have proof and don't need some nuts saying otherwise.",ad hominem
There is lot of technological developments needed to implement this strategy.,equivocation
"Detention is effective because it forces kids to spend some time on homework, takes them away from friends who might be getting them in to trouble, and forces them to miss activities they might prefer to be at, so it deters repeat bad behavior.",nothing
George Clooney says we'll destroy the planet with nuclear power plants,ad hominem
"Of course! I mean, innocent women don't deserve such a bad men's attitude.",appeal to pity
"It is not justified, they are being paid just fine.",nothing
"All these women who are unsecure because of their small breasts and big asses. Life would be so much better without these chauvinist-plastic-""MD's""",appeal to ridicule
Im sure you have no children. That is the reason why you write something like this.,ad hominem
Grade systems are useless.,nothing
"My friend said that it is important for victims of disfiguration. Therefore, it is an important field of medicine.",appeal to (false) authority
High school is supposed to prepare you for real life. The way these standardized tests are graded does not do that.,nothing
No or would you prefer to ruin their little lives.,appeal to pity
"No, the cute little bunnies and sweet monkeys do not deserve to suffer!",appeal to pity
"Yes, dont give away your children to strangers. First: they cannot give as much love as a mother can give. Second: Dont trust strangers, they might be sexual criminals.",appeal to fear
"I think whatever celebrities do, no one should care. Most of them are totally awkward and do only want to get more money than they already have.",equivocation
My brother said that he hasn't heard of this language before. It is obviously bad.,appeal to (false) authority
What is with good old man-woman love? It is the best existing thing. Did you ever feel it? It feels warm and right.  Everything else should not get accepted.,appeal to positive emotion
I ACTUALLY AGREE WITH YOU. I MEANT THAT I DID WANT EUROPE TO TAKE IMMIGRANTS.,nothing
"Remember VIETNAM??? ALL THE NAPALM, ALL THESE BURNED PEOPLE. ??? CANT U REMEMBER?? It was such a crime. NO SUCH CRIME AGAIN!!!111",hasty generalization
My christian friend is says that every christian is against any kind of violence. I trust his words.,appeal to (false) authority
"You believe every retard on the internet, do you?",ad hominem
Sure Turkey is ready to join the European Union.  It would be a good thing for them to unit with another country.,ad hominem
Computers should be allowed in class rooms.,nothing
Personally I’d go co-ed.,nothing
"Gangsta rap is the thing. Heavy metal is for old freaks, who want a love/peace-revolution. If you are as hard and street-proven as me, you think the same.",appeal to ridicule
Alternative energy resources are too expensive.,nothing
"Are you dumb? This is no reason against the title as worlds-greatest soccer-player, it is completely off topic.",ad hominem
You want to sit around and watch tv? Better get a job.,ad hominem
"Yes. Look at the english private schools,  they have uniforms and their students are the leders of the future.",hasty generalization
"they should work on how to make their production efficient and competitive, so they can compete with other countries.",ad hominem
That flying cars will become a reality,nothing
"THAT IS TRUE, BUT DRUG ADDICTS ARE GOING TO GET MARIJUANA EITHER WAY. WE SHOULD HELP SICK PEOPLE.",ad hominem
"Seriously, our society depends on us interacting with each, at the very least, since we each make up over half the damn species!",nothing
"Yes, because drug-use in professional-sport is quite common. If we dont test for drugs now,  soon nobody will be able to take part there without taking drugs.",nothing
"The instructions given in the new testament, which christians should observe, are peaceful and focused on love.",nothing
"Yes, but we also need to worry about people who don't wear seatbelts, since they cause health care rises to go up for everyone.",equivocation
"But many guys from my programming-course say, that only C is the real programming-language and that Apples Swift is for hipsters only.",appeal to (false) authority
"If you think they're too violent, maybe you should go back to watching Disney movies because you can't handle the harsh reality of the world.",ad hominem
"Yes, our society definitly wants students to have children, for two reasons: First: students are smart, therefore their children might be smart, too. Second: older women have higher risks at giving birth. Students have the perfect age.",nothing
because due to health condition it can be legalized otherwise not,appeal to pity
Nuclear energy should be invested in more.,nothing
Depends how an athlete achieves the his best.,hasty generalization
There must have been people on the moon because there are movies about it.,hasty generalization
It allows to get useful data for human research,nothing
Yes,nothing
We know that only the fittest can survive in this world.,nothing
I dont think thats the case. Both companies serve different types of customers. Microsoft creates operating-systems for the average pc-user whereas apple has specialized on products for Yuppies.,nothing
"Of course, don't you want to live in a free world?",appeal to fear
How can people be so cruel enough to watch someone slowly die in terrible pain and suffering?,appeal to pity
Uniforms are common in armies. They are totally usefull.,hasty generalization
"I read in the newspaper, that OJ Simpson murdered his wife. He got away. Q.e.d.",hasty generalization
"Yes,  my soccer coach loves him.",appeal to (false) authority
"Some people did already die because of medicine, which has not been tested on animals. All others who take such medicine will also die, if it stays illegal.",hasty generalization
Mixed schools are in the majority. And the rate of children getting parents is very low. You are just feared.,nothing
Their must be something wrong with you and your child.,ad hominem
"So many people did already die, so much harm was already done. So many people did already lose their relatives. Not more of this.",appeal to fear
Animal lives are less important than human lives,nothing
The grading system works because all the kids from this country use it.,hasty generalization
It is healthier to have co-ed schools as they spread harmony.,appeal to positive emotion
It is against moral principles to torture or kill animals who feel pain.,nothing
Yes because they are selfish.,nothing
We must keep Europe safe - these people are mostly muslim terrorist and they're going to overtake our country if we let them in!,appeal to fear
Why would anyone think that? Bestiality is already a crime. You don't need to go there.,ad hominem
"Yes, if someone is bad at school or has some misbehavior, additional time in school could help him to catch up for lost time.",nothing
I guess you are vegan. You can see what it makes out of people...,ad hominem
You should be able to censor media.,nothing
"Celebrities are poor, isolated, suffering human beings.",nothing
Cell phones shouldn't be used in class. Students need to make sure they're getting to and from school on time.,equivocation
What is an immigran? A good gran. Anyone who says otherwise is a bad person.,ad hominem
"I should know, because I know a lot of people that do drugs and they don't deserve stiffer penalties.",appeal to (false) authority
It will help keep the animal population down!,equivocation
"I respected my parents instead of watching tv, i talked to them. My children dont talk to me, that is so sad.",appeal to pity
The grading system works perfectly because my brother said his teacher told him so.,appeal to (false) authority
Economical growth results in many people having access to better products. Better products make people happier.,equivocation
No one should ever drive while under the influence of alchol or anything else that would alter their driving ability.,appeal to (false) authority
An Insect does not need any rights.,hasty generalization
Neuer was the best goalkeeper at the World Cup therefore he is the best goalkeeper of all time.,hasty generalization
"Me and my family have been living a peaceful life, so far. Everything is fine. I dont want sick black people to come and ruin my idyll.",appeal to fear
"No, look at all the horrible things he is responsible for! You should not talk with such terrible persons.",ad hominem
"Yes, because only veganism prevents cruel slaughter or exploitation of innocent animals.",appeal to pity
Because it brings health problems for my kids,ad hominem
They are a menace to our society.,nothing
Why should the criminals become a danger to someone else's society?,equivocation
"Yeah but according to most scientists, there are animals going extinct in Brazil that we don't even know about. How could we put all animals in the zoo that we don't even know about.",appeal to (false) authority
"No,  general suspicion is bad. Many bikers did never cheat with drugs.",equivocation
"Putin does not like Turkey, because they shot a russian jet. We should listen to Putin.",appeal to (false) authority
"All TV-Shows are bad. Look at ""the bachelor"". Children cannot learn from it.",hasty generalization
What if somebodys mother dies and the student is in class. Why can he not answer his phone? How can you be so heartless?,appeal to pity
"Facebook made my son more popular in school. He started communicating with others in front of the PC first, and later in school. It worked for him. It will work for all others as well.",hasty generalization
"Apple must be good in making computers, like Microsoft has been in the past, because nowadays I see more and more students using Apple hardware at the computer science department!",appeal to (false) authority
"Why do you want a university-doctor's title to be shown on their identification-card? You must be one yourself, you egotistic prick ! Does it make you feel respected that we all know your little title?",ad hominem
I guess there are 10 times as many yuppies as average users?,ad hominem
we see that you never practice sport!,ad hominem
Heavy Metal is most definetely the best music ever!,nothing
I know a few people in countries that are not democratic and they are all oppressed and miserable. They say those systems don;t work at all.,appeal to (false) authority
"No, dont take awa our freeom. That is what william wallace fought for. So many people died and shed tears for freedom, now you want to throw it away?",appeal to pity
Singe sex toilets have shown to work well for society. Therefore single sex schools are also better than co-ed ones.,hasty generalization
"No, in my neihgbourhod no women is getting oppressed. Therefore it is no problem.",hasty generalization
The deutsche post-strike is bad for my children. Now they wont get a present for christmas. Why do they do this?,appeal to pity
"Ask a guy on the street, he will tell you the same.",appeal to (false) authority
"Aren't you patriotic? If America wants to see him gone, isn't getting rid of him the right thing to do?",appeal to ridicule
It makes my heart break when I see children sitting home alone on the couch today watching Spongebob. My mother spent time with me when I was young!,appeal to pity
We should worry about what benefits society in a whole than just one group of people.,hasty generalization
just a test arg,nothing
Not at all. Steve jobs and Steve Ballmer are good business people.,equivocation
"Flying like a bird has always been the dream of most humans. If we keep our eyes in the sky, we can reach everything, including flying cars.",appeal to positive emotion
Motorola is the most inovative,appeal to (false) authority
Yes. People who disagree with this statement are obviously brainwashed by Apple and can not argue objectively.,ad hominem
Celebrities may not get off easy.,nothing
Testing animals should be approved.,nothing
Did you read the Book from Jordan Belfort or watch his movie wolf of wallstreet? Money is everything. Economical growth means more money.,appeal to (false) authority
It helps lower the chances of students not following directions.,appeal to fear
No too many followers will clone it because they have no mind of their own and want quick money.,equivocation
Remember the deutsche bahn-strike?  It was useless. Strikes are useless.,hasty generalization
Of course it is! All of the best nations in the world are democratic.,nothing
"It's fine for some folks, but others may have traumas for weeks after seeing them.",appeal to (false) authority
all people are the same,equivocation
Ugly people deserve to remain ugly!,Hasty Generalization
Of course they have been on the moon.,nothing
Yes,nothing
Animals do not have souls,nothing
"I think they if you ask any mother of them, they will all tell you that is not true.",appeal to (false) authority
Swift is very popular.,nothing
Censoring media is necessary.,nothing
Mentally handicapped people are often overlooked,equivocation
Do you even know what you're talking about?,ad hominem
No,nothing
"No, people in families love each other, looking at someone you care about will always touch your heart and be more important than the television.",appeal to positive emotion
"I think it can have an effect on students that will get them to correct their behavior, as they may be embarrased that the have detention. However, kids who get detention all the time end up enjoying it because all of their friends are in there and it becomes more of a playground, instead of punishment.",nothing
"Many people are already killing themselves, because they are terminally ill. It is their choice to chose if they want to live or die. A doctor should respect their choice and assist them either way.",nothing
Marihuana should be allowed as medical drug,nothing
"I have to admit that i did already kill some bees, because they flew around in my room. Now i heard, that bees are dying more and more. It is obvious, that humanity is responsible.",hasty generalization
I am sure that it is unsafe to drink and drive.,appeal to (false) authority
"As long as Microsoft doesn't fix the numerous bugs in windows, it is not becoming the new Apple.",nothing
"When the prohibition in the USA was introduced, people thought the same. But it turned out, that heavier penalties and more bans lead to more criminals, not less. Im sure that heavier penalties for drugs wont have a positive impace as well.",nothing
It will save numerous lives.,ad hominem
"No way, flying cars will never become a reality.",nothing
Monarchy in Bavaria has failed. So must follow all other non-democratic systems.,hasty generalization
"My priest said, that god wants us to live. He gave us life as a present. We may not throw it away like garbage by killing ourselves.",appeal to (false) authority
"Even if that were the case (which it sure isn't) you would be the very, very last person be informed that we can finally use flying cars. You know, just to save the world from your dumbass crashing into everything and everyone like you usually do.",ad hominem
"Marijuana has been shown in some cases to alleviate negative side effects from chemotherapy treatments, even when other treatments for the same side effects were ineffective. Patients deserve legal access to medicines which, when prescribed by a physician, provide relief for their symptoms.",nothing
"It helps celebrities look better, in a way.. But the price they are willing to pay pushes the prices up and this is a problem for those in need..",equivocation
Many kids with cancer need pot to ease their suffering. Think of the children!,appeal to pity
"Everybody who sais, that global warning is no issue is a retard",ad hominem
I would much prefer my children attend single-sex high schools.,nothing
My brother explicitively told me that he does not deserve that title!,appeal to (false) authority
Driving under the influence is as bad as driving while on drugs. Drugs make you crazy and you don't understand what you are doing.,appeal to fear
"If a serious desease can be cured with the help of animal testing, we shpuldn't hesitate.",nothing
My son was on the Montesori-school. This school is mixed and he loved it. He said it was the best school ever.,appeal to (false) authority
"Social networking sites are a waste of time. A year ago i had a facebook-account myself. I woke up, checked the status of my profile, read through the posts of others. It was such a waste of time. After some weeks i deleted the account again and i realized, that i had much more time to do what i really wanted.",equivocation
Every advanced technology we have today were surely not expected to become reality 100 years ago. So flying cars must become reality.,hasty generalization
"Yes, because if they don't, that makes them hateful intolerant bigots.",ad hominem
No. Students should pay attention to the teacher and his teaching-material. Cellphones distract.,nothing
These sweet gorillas would die in the wild. Predators are vile in their natural habitat and zoos only protect these sweet animals.,appeal to pity
it makes less environmental damage in the short run than burning fossil fuel.,nothing
Just another success that died.,hasty generalization
"No, they are not up to the standards of the rest of the EU.",appeal to (false) authority
Anyone who doesn't believe so is a naive idiot!,ad hominem
"Without our progress in medicine, we would still live like the guys in the dark age.",equivocation
"Greek should leave Eurozone, because the consequences will be minimal for the Eurozone. The consequences will be hard for Greeks, but they got to this situation themselves.",nothing
"The topic is about Christianity in specific, not about religions in general. And christianity is not at war in Middle East.",nothing
oh yea it is just veggies all day. GO GREEN,appeal to (false) authority
"No, cellphone use should not be allowed during class. They only serve to distract from the lesson at hand when used casually in the classroom. There is plenty of time outside of class to use a cellphone.",appeal to (false) authority
"I went to the Montessori school, we did only sing and dance. We had no pressure. It was such a great time.",equivocation
The IS can do what he wants to because people like you close their eyes.,ad hominem
drug testing athletes is justified.,nothing
"imagine that you are an innocent bystander that is trapped in a room with little to no ventilation, and a poisonous gas is pouring in. Any other type of chemical beyond cigarette smoke would have people being desperate to get out of that room. We must ban smoking in one's home or else risk trapping future generations in a room with this poisonous gas.",appeal to fear
"The EU is a criminal system, that should be disestablished",equivocation
"Maybe he looked healthy, but other gorillas are suffering. Thats just natural, because these animals are wild. They need more space than zoos can provide. Furthermore they are used to other climate conditions.",nothing
"Not really... like Islam. I mean, if you look into Quaran, every second verse is full of violence!",equivocation
"Bill gates spent so much money, hi is the best. He has so much love to give. His foundation collects billions of dollars from billionaires and gives it to the poor. Apple does just want to get money. So shameful.",ad hominem
Steady growth can't be the ultimate goal!,nothing
"I know a woman that works at Deutsche Post, she does not look so tired... Why are they on strike?",ad hominem
"Jesus also beat up merchants who were selling goods in the temple. If the religion is built upon his teachings, then it also includes violance.",hasty generalization
Women are the mothers of our babies. Why would any man hurt his beloved one? That does not happen.,appeal to pity
"No - some of the people using drugs can't help themselves. Do you really want to lock them up? They need help, not punishment.",appeal to pity
It is a good movie and deserved it!,hasty generalization
All these children who cry because they get bad marks. Stop this!,appeal to pity
Germany doesn't have access to other types of resources for power generation.,equivocation
"You are only against it, because you are poor.",ad hominem
"I don't even know what we are talking about, very sorry",nothing
"Jeses loves us humans so much, he wants us to pray and get to heaven to the holy father.",equivocation
So far there is a limit of 0.5 per-mille. With this amount of alcohol you are able to drive safely. Therefore the answer is no.,nothing
"to the contrary, children gain multiple benefits in their education by studying with those with a mental handicap. However, we you agreed that the term mental handicap could extend a learning disability. I will argue that because the term mental handicap does typically extend to those with a learning disability, the tips and tricks that the person with a learning disability has learned in navigating modern society will be of benefit to young children.",appeal to (false) authority
Just because another place is doing something isn't a good reason to start doing something.,appeal to (false) authority
"While depiction of violence in movies does reflect violent acts that appear in the real world, such depictions only introduce more negative examples of human behavior into discourse, and thus are all detrimental. Quentin Tarantino's movies are too violent not because of an excess of violence, but that they depict any violence.",nothing
Nuclear power is too dangerous .,nothing
"Well, environmentalists and scientists think there should be one. They are the most knowledgeable.",appeal to (false) authority
Greece should be kicked out of the Eurozone! These lazy people and social system doesn't deserve support from hard-working states like Germany.,appeal to anger
I support the strike in Deutsche Post. Everyone deserves fair working conditions.,nothing
Enkel rkekr fns d dk,nothing
"We need to be maximally nanny as a state, this is the best way forward.",nothing
Nuclear power generation helps to lower carbon dioxide (and other greenhouse gases) released into the atmosphere in power generation,equivocation
"yes, the language is intuitive and easy to learn.",ad hominem
They won't be able to produce any music if they don't ever get paid for it.,equivocation
It is not justified,nothing
"Back To The Future showed that flying cars were going to be in the future, so of course they will be.",appeal to (false) authority
Television didn't destroy the communication among friends and families.,nothing
"No, there are much better movies, which got less.",nothing
"The, he definitely is - he was a great support for his team, had so many good catches, etc.",nothing
"You have absolutely no idea, you probably never had a newspaper in your hand.",ad hominem
"If you forbid to use animals for medical purposes now, tomorrow you are not allowed to kill animals in order to eat them. Someday we are all forced to be vegans.",hasty generalization
"Nuclear energy should be used commercially, because everybody will benefit from a better economy.",equivocation
We should avoid nuclear energy completely.,nothing
"no, because arguing is manifestation of autonomy",nothing
"Oliver Khan was the best goalkeeper at the time he was playing for Bayern Munich. Now Neuer plays for Bayern Munich, he has to be the best as well.",hasty generalization
Children need daycare. But university is not the right place for daycare services. University is a place for education. There are enough existing public and private daycare-services. Put your children there.,nothing
"The main point of high schools is educating, thats true. Nevertheless university provides services, which you can get outside of university as well. Think about sport-fields or dining-halls. Why not daycare?",nothing
The grading system is not effective because it doesn't consider all types of learning styles of the students.,nothing
just do the best for those who need it give them a best,nothing
"Yes, they are.",nothing
"Without money, you can not even have christmas, think about it",equivocation
"Heavy metal is so loud. It can destroy your hearing. I prefer classical music. Mozart was a genius. And you might get a genius as well, if you listen to it.",appeal to fear; False Causality
"No, that only applies to Catholics.",hasty generalization
"Extinction is not natural, you dont know what you are talking about!",ad hominem
I was told by my dad that this would work.,appeal to (false) authority
Social networking binds society closer together.,nothing
yes uniforms make school very effective,equivocation
"You are one of those liberals with long hair,  right?",ad hominem
Neuer is  the best goalkeeper of the  Soccer WorldCup 2014.,nothing
"depends how you define growth. if any economic activity is growth, than going to doctors is economic growth and country is better, but should sick people be the goal? i doubt.",nothing
"I like cows too, but it shouldn't mean we should pay more in milk.",equivocation
"There are many cases, where abortion should be legal.E.g.  if a mother would die during the birth-process, the state should leave the decision to her, as it is her life.",nothing
He is a great director.,appeal to authority
it gives students a feeling of their performance as compared to others in class.,nothing
I think strikes are only good if you play bowling.,equivocation
I didnt watch the worldcup.  But he did a good job in the Bundesliga. Im sure he was the best.,hasty generalization
Censorship is to be effective on people that are not monitored by adults.,appeal to (false) authority
"Well, that's probably another kind of doctors.. But back to the point - I think it's nonsense.. And I'm pretty sure most people see it the same.",appeal to (false) authority
"Yes, because science is a fundamental of our society. By showing the doctor on the id-card you award someones effort for it.",nothing
"Computers are great in order to play in classroom. When i was young, we had only calculators.",equivocation
Tests can be also conducted by numerical simulations.,nothing
Of course can you imagine all the accidents?,appeal to fear
"No, because computers distract students. Very often they use computers for reasons not related to the class, which ultimately diminishes the educational effect of the class.",nothing
"Just think of the poor nurse, or firefighter cming home after a long night/weekend shift. And now they go hungry, just because nobody worked at the grocery store.",appeal to pity
"Smartphones were nice for the communication among friends and family, because everybody can reach everyone else anytime. Why should television be bad?",hasty generalization
Heavy Metal is just a genre.,nothing
"Economic growth is always the most important thing we should focus on, especially when we're busy fighting wars on  behalf of other countries.",equivocation
We should build a wall to keep them out,equivocation
Flying cars are the consequent step forward in mobility technology.,nothing
"The animals are a part of nature like us and we, as the human, occupy their natural places. not to harm them any further, they should have special rights.",nothing
Yes because the poor athletes who play in a fair way.,appeal to pity
Just think about all these people that are loosing their homes. War is immoral and destroys only economy and lives.,equivocation
Parents that have the ability would be the majority of ones that home school.,appeal to (false) authority
"If people smoke at home they hurt their family-members, the one they love, through passive-smoke. It was such a shame if this was not illegal.",appeal to fear
Abortion means freedom for women.,appeal to positive emotion
"Yes, there is obviously a need for it. Ive read that about 5 percent of all students have children. Students usually have to attend lectures and wont be home until 4pm.",nothing
,
"No, my father always says that the musicians earn enough money making their concerts.",appeal to (false) authority
"Its not good to use nuclear energy because it hurts the earth but you are to stupid to know that.,",ad hominem
Co-ed schools are better for life.,nothing
I think it is generally accepted amongst educators that single-sex schools at high school level is better for learning outcomes than co-ed schools.,nothing
"Yes, and that is why we do also have to censor the web. Think about all the brutality, which poisons our minds, all this porn that poisons the thoughts and relationships of our children.",appeal to fear
"I had detention when I was in high school, and the teacher really helped me turn my life around. Without his guidance in my detention time, I wouldn't have known anyone in the world cared about what happened to me. He saved my life, and I owe him everything. Don't you want other students to have that opportunity to learn and grow after making mistakes?",appeal to positive emotion
Christians should follow the rules of their religion.,nothing
"I believe that you have no idea, thats why you didnt write a constructive argument.",ad hominem
"Zoos are very important for little children,  because they learn to recognize animals, which they have never seen so far.",equivocation
"No, I don't like gorillas.",equivocation
That's a real stupid argument!,equivocation
What about all the killings the pope or the catholic church ordered through out history?,hasty generalization
No need to provide day care service for students who  have children,appeal to (false) authority
"No, the scandinavian schools use another system and their students are the worlds best. We are just average. It is not that effective.",nothing
"Well you should have provided some reasons and picked the right side. Anyway, Microsoft is simply missing that feeling for a perfect design and user experience, that Apple has.",nothing
Homeschooling leads to socially maladapted children.,nothing
"For little children it is already enough if one cheats. they might get drug addicts as well. You have the choice, save children or drug addicts.",appeal to fear
"I do just think, that germany is fair. You got a health-insurance for everyone, even for celebs. Thats why legal system has to be fair, too.",hasty generalization
"I want to protect freedom, thats why im against it.",nothing
Celebrities seem to be in the same amount of trouble are non-celebrities because I have seen some of their mug shots. They go to jail for drunk driving and the like.,equivocation
Sick people suffer so much from pain and other symptoms that they deserve to forget through the use of marijuana.,appeal to pity
"No, see what alcohol did to our society. 100000s of alcoholics lost for the job market. Want the same for wheed?",nothing
No! We should not doubt the nations' best athletes by putting them under general suspicion.,appeal to authority
"A group that refuses any diplomatic way on problem-solving and uses weapons straight away cannot be defeated without being at level with them, even though the number of those operations should be kept as small as possible.",nothing
Of course they will! Flying cars are awesome!,appeal to positive emotion
I would of much preferred gone to a co-ed.,nothing
Those poor people have suffered a lot on their escape. Now we even have to accuse them for things they didn't do.,appeal to pity
Apple gets so much money from their music and they probably have to beg for money on the street to get something to eat. PAY THEM!!,False Causality
It should because they don't appeal to reason. If we stop using military for then they would just overrun us.,equivocation
Greece should leave the Eurozone because Europe needs to keep a responsible fiscal politics.,nothing
Nuclear power is effective and reasonable energy source.,nothing
"Feminists these days are making a bigger deal out of this issue than it is. Just the other day, my math teacher was talking about how women don't want equality, they want more power than men, which would only perpetuate the equality issue.",appeal to (false) authority
Nuclear energy threatens the health of every citizen.,nothing
"I will argue that the media does not ignore crimes from refugees. Consider the Boston Marathon bombing, of the first questions that was asked is if this was a terrorist attack, and if the boys ties to Russia had anything to do with their decision to bomb the marathon.",equivocation
Apple produces the best smartphones worldwide.,equivocation
If you are christian and against same sex-marriage you have hitlers mindset.,ad hominem
School detentions are a waste of time.  Great teachers do their job and kids will listen.,equivocation
"If I look at all these global organizations (OSN, NATO, EU commission), it just seems a global force is made for profit of only these guys sitting there. They do only care about themselves. Will then this new global force be different? I doubt so, this is the same sort of people.",hasty generalization
"If God didn't want people to be able to change the way they look, he wouldn't have made it possible to do so.",hasty generalization
"Yes, humans are not only mainly responsible for all current environmental problems , but we are also directly affected. We face problems like natural catastrophies, destruction of farm land, destruction of inhabitable areas and loss of resources.",nothing
"Of course they are not! You probably went to one, that's why ask those questions.",ad hominem
Every person has one sexual organ. Therefore single sex.,hasty generalization
"Apple must pay the musicians! It's a rich company that based its business on exploiting people if factories in China, so shameful!",equivocation
We have rebuilt in the past. Just look at how areas of Japan have recovered from their Nuclear disasters. Nuclear power could save the lives of millions. You don't want the people who depend on it to lose their jobs or even die do you?,appeal to fear
"I have listened to a lot of music and heavy metal has been the most complex and interesting one so far.  Id say: LETS ROCK,  heavy metal is the best.",nothing
No he is not because all goalkeepers are cheaters.,hasty generalization
"We have had people on the moon, no matter what conspiracy nuts living in their mother's basements say.",ad hominem
"Sorry,  but your argument is a racist one.  Germany has already acted like this in the past.  We may not act like this again, if we want to get a better reputation in the world.",nothing
"If we allow criminal refugees in germany, something horrible may happen like the Paris shootings. Why would anybody take that risk again?",appeal to fear
Of course they should! Technology is so important today. Do you want your child falling behind the rest of the world?,appeal to fear
I have arguments. Look what i found on the homepage of PETA(http://www.peta.org/about-peta/faq/what-rights-should-animals-have/):,appeal to (false) authority
,
,
Animal testing is something totally unethical and should be banned.,nothing
"with no environmental protection, we have no future",appeal to fear
yes we should thati's ridiculous,equivocation
"Sure, if they are part of the education...",nothing
You might be correct. The best era for European economy was 60s and 70s when there were practically no immigrants.,equivocation
We should use animals as it is necessary to test.,nothing
It will reduce crime,nothing
"You are correct. Many people have died, and that is horrible. But we must fight to prevent even more people from dying if ISIS is able to continue.",nothing
You should test athletes.,nothing
America helps weak countries to protect themselves against inner terrorism. Otherwise they won't be able to do it.,appeal to (false) authority
A friend of mine lives vegan. He got ill. Veganism is bad for everybody.,hasty generalization
"Better care about your family, love her!  Think about it, economical growth or a happy christmas with them?",appeal to pity
"As history has shown, it is effective in terms of destruction of human rights.",nothing
Inception did not get 11 Oscars. So Titanic shouldnt get 11 oscars as well. Both movies had Leonardo di Caprio as main-actor.,hasty generalization
easily best way to grow,hasty generalization
"Yes, before the insults from cologne, no newspaper reported crimes from refugees. I dont think that before this date no crimes from refugees were committed.",nothing
"Yes they have a positive impact, because you are much more connected to others, as you were earlier. More communication means better understanding of others. And better understanding leads to a more peaceful society.",nothing
"We need animal testing, even tough it is horrible for the animals.",nothing
Censorship is not effective.,nothing
no why death be allowed like this?,ad hominem
"I am glad, that you are able to dance your name, but please dont try to make every other child a softy as well.",nothing
"If you look at the history, you will see, that humanity has already tried a lot of different political systems. Democracy has always been the one, where people were the happiest.Therefore i say, yes",nothing
Many other countries already allow it.,nothing
My dad told my that ebola is just fake news.,appeal to (false) authority
Jordan Belfort wrote his book many years ago. So it isn't relevant nowadays.,equivocation
Definitely not.,nothing
"Maybe not. There are a lot of systems, which have not been tried so far.",nothing
tessttetttetete,ad hominem
I'm basically against single-sex education.,nothing
"If we would be in their situation, we wished that every country which has the appropriate military structure to help would really do that.",appeal to pity
Claim,nothing
"Plastic surgery isnt important,  Think of all those poor people that cant afford it.  They shouldnt have to worry about everyone else looking better than them just becasue they are poor.",appeal to pity
Gorillas are mostly large and strong enough to kill any human so all Gorillas should be kept in Zoos.,hasty generalization
"The world is our mother, it is a familiy-member. You would not want to hurt your mother, right?",appeal to pity
I think you visited this school. That is why you are not able to argue right.,ad hominem
"School detention is great, it was good for me. I did never do homework, thats why my teacher forced me to detention. My grades went up from 3,5 to 2.",hasty generalization
"Yes, if you are not ready to join the military you are a traitor and a coward.",ad hominem
He did a lot of mistakes in the Bundesliga.  But also while Worldcup 2014 he was too offensive. There were better ones.,nothing
the police will not dare to give them a ticket,nothing
"yes, I can see your point. I suppose more hunters in other regions are to blame.",hasty generalization
"Test them, otherwise our children might get drug addicts as well.",appeal to fear
Yes because every employee should be able to fight for his rights.,nothing
My father told me about all of damage subcontracting jobs would do to us and it wasn't pretty.,appeal to (false) authority
"Those with higher status, better privileges, royal blood or with celebrity status are treated differently than those of general public.",equivocation
