Sentence,Label
"You see, we'll never be able to compete in the 21st century unless we have an education system that doesn't quit on children, an education system that raises standards, an education that makes sure there's excellence in every classroom.",appeal to emotion
"I don't know how you can govern in this country when you look at New York City and you see that 50 percent of the black males there are unemployed, when you see 40 percent of Hispanic children -- of black children in some cities -- dropping out of high school.",appeal to emotion
"And secondly, only a liberal senator from Massachusetts would say that a 49 percent increase in funding for education was not enough.",appeal to emotion
"I remember a lady in Houston, Texas, told me, ""Reading is the new civil right,"" and she's right.",appeal to (false) authority
"The president has denied 9. 2 million women $3,800 a year, but he doesn't hesitate to fight for $136,000 to a millionaire.",ad hominem
"One, he clearly has a litmus test for his judges, which I disagree with.",ad hominem
"Well, I strongly support Roe v .  Wade, which guarantees a constitutional right to a woman to make the most intimate, most difficult, in many cases, decisions about her health care that one can imagine .",appeal to emotion
"So many states are putting very stringent regulations on women that block them from exercising that choice to the extent that they are defunding Planned Parenthood, which, of course, provides all kinds of cancer screenings and other benefits for women in our country .",appeal to emotion
"I will defend Planned Parenthood .  I will defend Roe v .  Wade, and I will defend women's rights to make their own health care decisions .",appeal to emotion
And I could just not be more opposed to that kind of thinking .,appeal to emotion
"The kinds of cases that fall at the end of pregnancy are often the most heartbreaking, painful decisions for families to make .",appeal to emotion
"I have met with women who toward the end of their pregnancy get the worst news one could get, that their health is in jeopardy if they continue to carry to term or that something terrible has happened or just been discovered about the pregnancy .",appeal to emotion
"Well, I think it's terrible .",appeal to emotion
And that's not acceptable .,appeal to emotion
And using that kind of scare rhetoric is just terribly unfortunate .,appeal to emotion
"If you go with what Hillary is saying, in the ninth month, you can take the baby and rip the baby out of the womb of the mother just prior to the birth of the baby .",slippery slope
"One of the things the next president must do is to remind people that if we are going to have a responsible period in America, that each of us must love our children with all our heart and all our soul.",appeal to emotion
"Now, you're -- and the way it would happen is that under his plan, if a school was designated as failing, the kids would be trapped there for another three years and then some of them would get federal vouchers and the state would be forced to match those, that money.",slippery slope
"My message to our troops is, ""Thank you for what you're doing. We're standing with you strong. We'll give you all the equipment you need. And we'll get you home as soon as the mission's done, because this is a vital mission.""",appeal to emotion
"When I was in a rope line just the other day, coming out here from Wisconsin, a couple of young returnees were in the line, one active duty, one from the Guard. And they both looked at me and said: We need you. You've got to help us over there.",appeal to emotion
these extraordinarily difficult missions,appeal to emotion
That's totally absurd.,appeal to emotion
And I don't appreciate it when a candidate for president denigrates the contributions of these brave soldiers.,appeal to emotion
He called them coerced and the bribed.,appeal to emotion
such a great job,appeal to emotion
Prime Minister Allawi believes they want to.,appeal to (false) authority
"The terrorism czar, who has worked for every president since Ronald Reagan, said, ""Invading Iraq in response to 9/11 would be like Franklin Roosevelt invading Mexico in response to Pearl Harbor.""",appeal to (false) authority
What I think troubles a lot of people in our country is that the president has just sort of described one kind of mistake.,appeal to (false) authority
"As well, help is on the way, but it's certainly hard to tell it when he voted against the $87-billion supplemental to provide equipment for our troops, and then said he actually did vote for it before he voted against it.",ad hominem
But the president made a mistake in invading Iraq.,ad hominem
"And meanwhile, North Korea has got nuclear weapons. Talk about mixed messages. The president is the one that said, ""We can't allow countries to get nuclear weapons."" They have.",ad hominem
"The biggest tax increase in history. The biggest crime increase in history, the biggest drug increase in history in Arkansas.",appeal to emotion
You're spending millions and millions of dollars in negative ads frightening senior citizens.,appeal to emotion
"I used to sign welfare checks for my grandparents. I know all about poverty and all about need and all about taking care of people, and that's been my career in the United States Senate.",appeal to emotion
"So I rolled the dice, I put my career on the line because I really believe the future of America is on the line.",appeal to emotion
"Republicans talk about it, but we're the first the first administration in anybody's lifetime looking at this program to bring that deficit down four years in a row.",appeal to emotion
"Now, remember, folks, even Senator Dole's campaign co-chair here, Senator D'Amato, says he's got to cut Medicare to pay for this.",appeal to (false) authority
"Everybody who's looked at it, 500 economists, seven Nobel prize winners, say it's bad for the economy.",appeal to (false) authority
"I remember one day on the floor I said now, gentlemen, let me tax your memories, and Kennedy jumped up and said, why haven't we thought of that before. You know, so one of your liberal friends.",appeal to (false) authority
And you folks out there are going to have to choose who you think is right.,appeal to (false) authority
"He talks about a smaller government. There are actually more people in government except for people in defense related jobs. They're gone. The government's bigger than it was when President Kennedy was around, even though he says it's not.",ad hominem
It's going to blow a hole in the deficit It's going to raise taxes on nine million people and require bigger cuts than the one I vetoed.,slippery slope
We also have to see that all of the people of the United States - the tremendous talents that our people have - are used adequately.,appeal to emotion
the tremendous talents that our people have,appeal to emotion
"But you're absolutely correct, it is a threat, it's a huge threat.",appeal to emotion
We were safer before President Bush came to office. Now they have the bombs and we're less safe.,appeal to emotion
"For two years, the president didn't even engage with North Korea, did nothing at all, while it was growing more dangerous, despite the warnings of former Secretary of Defense William Perry, who negotiated getting television cameras and inspectors into that reactor.",appeal to (false) authority
"And we have to be sure that Muslims come in and report when they see something going on. When they see hatred going on, they have to report it.As",appeal to emotion
"many people saw the bombs all over the apartment of the two people that killed 14 and wounded many, many people. Horribly wounded. They’ll never be the same.",appeal to emotion
Horribly wounded.,appeal to emotion
Look at that horrible—these are radical Islamic terrorists.And,appeal to emotion
radical Islamic terrorists.And,appeal to emotion
“radical Islamic terrorism.”,appeal to emotion
dark things said about Muslims,appeal to emotion
"Ali.My vision of America is an America where everyone has a place, if you’re willing to work hard, you do your part, you contribute to the community. That’s what America is. That’s what we want America to be for our children and our grandchildren.It",appeal to emotion
the kind of demagogic rhetoric,appeal to emotion
We need American Muslims to be part of our eyes and ears on our front lines.,appeal to emotion
violent jihadist terrorists.We,appeal to emotion
extreme vetting,appeal to emotion
the great Trojan horse of all time.We,appeal to emotion
this catastrophic war,appeal to emotion
great distress,appeal to emotion
a horrible thing,appeal to emotion
"And indeed, you can look at the propaganda on a lot of the terrorist sites, and what Donald Trump says about Muslims is used to recruit fighters, because they want to create a war between us.And",ad hominem
many criminal illegal aliens,ad hominem
"they’re murderers, drug lords, drug problems",ad hominem
They’re murderers and some very bad people.And,ad hominem
"when Bernie Sanders said she had bad judgment, she has really bad judgment",ad hominem
"She’s got bad judgment, and honestly, so bad that she should never be president of the United States.",ad hominem
We came from 100 different corners of the earth.,appeal to emotion
We spoke a multitude of tongues.,appeal to emotion
"We landed on this Eastern shore and then went out over the mountains and the prairies and the deserts and the far western mountains to the Pacific, building cities and towns and farms, and schools and churches.",appeal to emotion
"If wind, water or fire destroyed them, we built them again.",appeal to emotion
"And in so doing, at the same time, we built a new breed of human called an American - a proud, an independent., and a most compassionate individual, for the most part.",appeal to emotion
"The living Americans today have fought harder, paid a higher price for freedom, and done more to advance the dignity of man than any people who ever lived on this earth.",appeal to emotion
"If we don't resolve that issue, all others become irrelevant.",slippery slope
"But what is absolutely true is that, once we get through this economic crisis and some of the specific proposals to get us out of this slump, that we're not going to be able to go back to our profligate ways.",appeal to emotion
That's not the way we cut -- we'll cut out all the pork.,appeal to emotion
a lot of screwy things,appeal to emotion
"Now, look, Americans are hurting tonight and they're angry and I understand that, and they want a new direction.",appeal to emotion
the other watchdog organizations,appeal to emotion
a vigorous supporter,appeal to emotion
"I never, ever conceived of such a thing. I never said any such thing.",appeal to emotion
"But because the leadership of this government did not pursue wise policies, we have been humiliated, and our opponents are stronger.",false causality
"I think the greatest thing that ever happened to the South was the passage of the Civil Rights Act and the opening up of opportunities - uh to black people - the chance to vote, to hold a job, to buy a house, to go to school, and to participate in public affairs.",appeal to emotion
who threatens the peace? Who threatens freedom in the world?,appeal to emotion
we found that six hundred million people went behind the Iron Curtain,appeal to emotion
"When you are proud and confident of your strength, you do not get down to the level of Mr. Khrushchev and his colleagues.",appeal to emotion
"And that is why, in this field, I have made recommendations which I am confident will move the American economy ahead - move it firmly and soundly so that there will never be a time when the Soviet Union will be able to challenge our superiority in this field.",appeal to (false) authority
"And so I say that we believe that our policies of military strength, of economic strength, of diplomatic firmness first will keep the peace and keep it without surrender.",appeal to (false) authority
"Is, as Mr. Nixon says, our prestige at an all-time high, as he said a week ago, and that of the Communists at an all-time low? I don't believe it is. I don't believe that our relative strength is increasing.",appeal to (false) authority
"the most ruthless, fanatical... leaders that the world has ever seen",ad hominem
"You know, just a couple of weeks ago, actually, probably about a month, I saw a mother, who I had met at the bedside of her son, who had been shot in that theater.  And her son had been shot through the head.",appeal to emotion
But there were a lot of families who didn't have that good fortune and whose sons or daughters or husbands didn't survive.,appeal to emotion
the greatest failure,appeal to emotion
"But I believe America is the greatest country in human history because we have maintained freedom and increasing prosperity by relentlessly pushing the barriers of knowledge, the barriers of the present, always moving into the future.",appeal to emotion
"I've worked on the food stamp program, proudly.",appeal to emotion
"It's going to be a big, big opportunity for a lot of people.",appeal to emotion
Some schools aren't safe. Some schools aren't even safe. Your choice is nothing.,appeal to emotion
"And you know this liberal charge, that's what their party always drags out when they get in a tight race. It's sort of their golden oldie, you know.",appeal to emotion
The American people should make up their own mind.,appeal to emotion
"The American people can make up their mind about whether that's a liberal record or a record that's good for America. Liberal, conservative, you put whatever label you want on it.",appeal to (false) authority
"Go back to the time he was, what, Texas director for George McGovern. George McGovern is a friend of mine, so I don't mean, but he was a liberal, proud liberal.",appeal to (false) authority
"So it seems to me that we can talk about what we call Kenny, the great exaggerator. He just liked to make it sound exager, a little better, made him feel better.",ad hominem
"If he gets elected president, we'll start the new century without anyone in the cabinet of the President representing education in our children.",slippery slope
"Nobody's been luckier than I've been, all the way across the spectrum, and the greatest riches of all are my wife and children.",appeal to emotion
"And I read in the bulletin about teenage pregnancies, about the difficulties that families are having to make ends meet. I talk to parents. I mean, you've got to care. Everybody cares if people aren't doing well.",appeal to emotion
"I see people in my state, middle class people -- their taxes have gone up in Washington and their services have gone down while the wealthy have gotten tax cuts.",appeal to emotion
"And I've been out here for 13 months meeting in meetings just like this ever since October, with people like you all over America, people that have lost their jobs, lost their livelihood, lost their health insurance.",appeal to emotion
We were threatened by a veto if we passed a dollar and a quarter,appeal to emotion
It was killed in the Rules Committee.,appeal to emotion
it was because the people were against them.,appeal to (false) authority
"The United States must be a nation strong; the United States must be a nation secure. We must have a society that's just and fair. And we must extend the benefits of our own commitment to peace, to create a peaceful world.",appeal to emotion
"It's a lonely job, but with the involvement of the American people in the process, with an open Government, the job is a very gratifying one.",appeal to emotion
"I would like to have a crusade today, and I would like to lead that crusade with your help. And it would be one to take Government off the backs of the great people of this country, and turn you loose again to do those things that I know you can do so well, because you did them and made this country great.",appeal to emotion
the great people of this country,appeal to emotion
"The American people now are facing, next Tuesday, a lonely decision. Those listening to my voice will have to make a judgment about the future of this country.",appeal to (false) authority
They're working harder and higher and harder paying more taxes.,appeal to emotion
"We ask the people that are viewing tonight, are you better off than you were four years ago.",appeal to (false) authority
"See, I think the mission has somewhat become fuzzy.",appeal to emotion
I believe it was a failure of presidential leadership not to reauthorize the assault weapons ban.,appeal to emotion
"I was hunting in Iowa last year with a sheriff from one of the counties there, and he pointed to a house in back of us, and said, ""See the house over? We just did a drug bust a week earlier, and the guy we arrested had an AK-47 lying on the bed right beside him. """,appeal to emotion
"Because of the president's decision today, law enforcement officers will walk into a place that will be more dangerous.",false causality
get a leg up,appeal to emotion
the old-boy network and the cronyism,appeal to emotion
this cockamamie idea,appeal to emotion
"And the last president of the United States that tried that was Herbert Hoover, and we went from a deep recession into a depression.",appeal to emotion
"Well, it is a terribly painful situation for Americans.",appeal to emotion
a terribly painful situation,appeal to emotion
a kitty,appeal to emotion
"Senator Obama doesn't want a free trade agreement with our best ally in the region but wants to sit down across the table without precondition to -- with Hugo Chavez, the guy who has been helping FARC, the terrorist organization.",appeal to (false) authority
"In fact, what, Joe, if you want to do the right thing with your employees and you want to provide them health insurance, we'll give you a 50 percent credit so that you will actually be able to afford it.",appeal to (false) authority
"Last point about Senator McCain's plan is that insurers right now, the main restrictions on what they do is primarily state law and, under Senator McCain's plan, those rules would be stripped away and you would start seeing a lot more insurance companies cherry-picking and excluding people from coverage.",appeal to (false) authority
"That, I think, is a mistake and I think that this is a fundamental difference in our campaign and how we would approach health care.",appeal to (false) authority
"Now, Joe, you're rich, congratulations, and you will then fall into the category where you'll have to pay a fine if you don't provide health insurance that Senator Obama mandates, not the kind that you think is best for your family, your children, your employees, but the kind that he mandates for you.",ad hominem
"And the -- the worst symptom on this disease is what my friend, Tom Coburn, calls earmarking as a gateway drug, because it's a gateway.",appeal to emotion
out-of-control spending and corruption,appeal to emotion
And we have former members of Congress now residing in federal prison because of the evils of this earmarking and pork-barrel spending.,appeal to emotion
"And when you look at your tax policies that are directed primarily at those who are doing well, and you are neglecting people who are really struggling right now, I think that is a continuation of the last eight years, and we can't afford another four.",appeal to emotion
"look at them, my friends. Look at them. You'll be appalled.",appeal to emotion
wasteful and earmark spending,appeal to emotion
unnecessary and wasteful spending,appeal to emotion
orgy of spending and enormous deficits,appeal to emotion
"Now, we also have to recognize that this is a final verdict on eight years of failed economic policies promoted by George Bush, supported by Senator McCain, a theory that basically says that we can shred regulations and consumer protections and give more and more to the most, and somehow prosperity will trickle down.  It hasn't worked.",appeal to (false) authority
"And over time, that, I think, is going to be a better recipe for economic growth than the -- the policies of President Bush that John McCain wants to -- wants to follow.",appeal to (false) authority
the evils,ad hominem
President Clinton stopped them dead in their tracks.,appeal to emotion
Franklin Roosevelt said in 1932 that the only thing we have to fear is fear itself.,appeal to emotion
"The only thing, Jim, they have to offer is fear.",appeal to emotion
overly litigated economy,appeal to emotion
And to call a businessman or woman who sits down and has a chance to express his or her interest in how to make these laws work and call them a polluter is just outrageous.,appeal to emotion
They want them to be able to drink clean water and breathe clean air. They don't want them to live next to toxic waste sites.,appeal to emotion
That is a reign of terror. It's happening.,appeal to emotion
that polluters,appeal to emotion
"He twisted arms and got six Democrats to vote the other way, but we lost by one vote.",appeal to emotion
"Well, here's the problem with it: It sounds very good, but there's a reason that 500 economists, including seven Nobel prize winners and business periodicals like Business Week, and even Senator Dole's friends, Senator Warren Rudman, former Republican senator from New Hampshire, says it's not a practical program.",appeal to (false) authority
"You know, I think the American people deserve credit for the great economy that we have.",appeal to emotion
We have gone from the biggest deficits to the biggest surpluses.,false causality
We have gone from a triple-dip recession during the previous 12 years to a tripling of the stock market.,false causality
"Instead of a high unemployment, we have the lowest African-American and Latin American unemployment rates in history and 22 million new jobs.",false causality
"I remember the vice president saying, ""Just give us a chance to get up there, we're going to make sure you get tax cuts."" It didn't happen.",ad hominem
"bad, bad experience",appeal to emotion
"pigs, slobs and dogs",appeal to emotion
She doesn't have the look.,ad hominem
She doesn't have the stamina.,ad hominem
she doesn't have the stamina.,ad hominem
I don't believe she does have the stamina.,ad hominem
I don't believe that Hillary has the stamina.,ad hominem
the most agonizing decisions,appeal to emotion
"But if there's one thing we also understand it is that you cannot make concessions to terrorists, ever, ever.",appeal to emotion
"one of the most tragic, one of the most mistaken foreign policy decisions we've ever made in this country",appeal to emotion
"So, there can be no concessions under any circumstances, because if we do it's an open invitation to others to do the same.",appeal to emotion
It was ignored in that case and it was a very very serious mistake in judgment.,appeal to emotion
"I think those are very very serious questions of judgment, which those of you who are watching us here tonight have a right to judge and review.",appeal to (false) authority
It broke my heart to go to the flood scene in Del Rio where a fellow and his family got completely uprooted.,appeal to emotion
I cast my lot with the people even when it means that you have to stand up to some powerful interests who are trying to turn the -- the policies and the laws to their advantage.,appeal to (false) authority
The big drug companies support Governor Bush's prescription drug proposal.,ad hominem
They oppose mine because they don't want to get Medicare involved because they're afraid that Medicare will negotiate lower prices for seniors who currently pay the highest prices of all.,ad hominem
"Absolutely. I mean, she calls our people deplorable, a large group, and irredeemable.",appeal to emotion
the greatest disaster trade deal,appeal to emotion
It is a disaster.,appeal to emotion
The education is a disaster. Jobs are essentially nonexistent.I,appeal to emotion
"It’s with him and with the hateful and divisive campaign that he has run, and the inciting of violence at his rallies, and the very brutal kinds of comments about not just women, but all Americans, all kinds of Americans.And what he has said about African-Americans and Latinos, about Muslims, about POWs, about immigrants, about people with disabilities, he’s never apologized for.",appeal to emotion
the hateful and divisive campaign,appeal to emotion
the inciting of violence,appeal to emotion
the very brutal kinds of comments,appeal to emotion
It is—our country has the slowest growth and jobs are a disaster.,appeal to emotion
"But it’s in part because those of us who have had the great privilege of seeing this job up close and know how difficult it is, and it’s not just because I watched my husband take a $300 billion deficit and turn it into a $200 billion surplus, and 23 million new jobs were created, and incomes went up for everybody. Everybody. African-American incomes went up 33 percent.And it’s not just because I worked with George W.",false causality
And she lied. But she’s lied about a lot of things.I,ad hominem
"We have a divided nation, because people like her—and believe me, she has tremendous hate in her heart.",ad hominem
She’s got tremendous—she’s got tremendous hatred.,ad hominem
It was just take a look at the person that she built up to be this wonderful Girl Scout who was no Girl Scout.,ad hominem
"And the only one she talked to was Sidney Blumenthal, who’s her friend and not a good guy, by the way.",ad hominem
I favor higher salaries for teachers.,appeal to emotion
"But if the money will go to the states and the states can then determine whether it shall go for school construction or for teachers' salaries, in my opinion you protect the local authority over the school board and the school committee.",appeal to (false) authority
"When the federal government gets the power to pay teachers, inevitably in my opinion, it will acquire the power to set standards and to tell the teachers what to teach. I think this would be bad for the country; I think it would be bad for the teaching profession.",slippery slope
I notice particularly that he didn't endorse the Humphrey-Hawkins bill which he has on occasions and which is included as a part of the Democratic platform.,ad hominem
ridiculous,appeal to emotion
"And as a result, the families of some of our young servicemen are on food stamps today.",appeal to emotion
shameful,appeal to emotion
I would not leave this country go undefended.,appeal to emotion
for heaven's sakes,appeal to emotion
boondoggle,appeal to emotion
"We've lost in our foreign policy, the character of the American people.",appeal to emotion
Even the Republican platform has criticized the lack of leadership in Mr. Ford and they've criticized the foreign policy of this administration. This is one instance where I agree with - with the Republican platform.,appeal to (false) authority
"Uhh - I believe also that uh - there is some merit to a - an amendment that uh - uh - Senator Everett Dirksen uh - proposed very frequently, an amendment that would uh - change the court decision as far as voluntary prayer in public schools.",appeal to (false) authority
it was disastrous,appeal to emotion
"The future of things that matter to you -- in terms of civil rights, what kind of Justice Department you'll have, whether we'll enforce the law. Will we have equal opportunity? Will women's rights be protected? Will we have equal pay for women, which is going backwards? Will a woman's right to choose be protected?",appeal to emotion
somewhat unsatisfactory about the figures,appeal to emotion
I would only suggest that while we do not take the credit for it - I would not presume to - that since that committee has been formed the price line has been held very well within the United States.,false causality
"I remember being in a high school in my own state as we were organizing something we call the Governor's Alliance Against Drugs, and a young 16 year old girl coming up to me, desperate, addicted, dependent, saying, Governor, I need help. We're providing that young woman with help.",appeal to emotion
"the very important, very strong program of enforcement",appeal to emotion
"a very, very bad message",appeal to emotion
And in my state I'm proud to say we've organized a drug education and prevention program which the Federal Drug Enforcement Administration says is a model for the country.,appeal to (false) authority
"I guess the question I would ask of Mr. Bush is how we instill those values, how we create this environment for the drug free schools that we want in this country. If he or representatives of the administration are either with or involving people like Noriega in our foreign policy, or don't pursue that connection in a way that makes it possible for us to cut it off and to be an example to our kids all over the country.",ad hominem
mess,appeal to emotion
Keep my promises to the American people.,appeal to emotion
"It looks like a bombed-out city - great, gaunt skeletons of buildings. Windows smashed out, painted on one of them ""Unkept promises;"" on another, ""Despair.""",appeal to emotion
"I talked to a man just briefly there who asked me one simple question: ""Do I have reason to hope that I can someday take care of my family again? Nothing has been done.""",appeal to emotion
eternally optimistic,appeal to emotion
It's a bully pulpit.,appeal to emotion
"But as governor, when I was at that end of the line and receiving some of these grants for Government programs, I saw that so many of them were dead-end.",appeal to emotion
a very great insensitivity,appeal to emotion
"I have been talking to a number of Congressmen who have much the same idea that I have, and that is that in the inner city areas, that in cooperation with the local government and the national Government, and using tax incentives and with cooperating with the private sector, that we have development zones.",appeal to (false) authority
"But I believe that all of us together, and I believe the Presidency is what Teddy Roosevelt said it was. It's a bully pulpit.",appeal to (false) authority
"I wish he could have been with me when I sat with a group of teenagers who were black, and who were telling me about their unemployment problems, and that it was the minimum wage that had done away with the jobs that they once could get.",appeal to (false) authority
"This, to me, is a very important difference between him and me in this election, and I believe the American people will judge accordingly.",appeal to (false) authority
"And indeed, every time it has increased you will find there is an increase in minority unemployment among young people.",false causality
white-collar criminals,appeal to emotion
I'm wishy-washy,ad hominem
I'm a flip-flopper,ad hominem
the world's greatest democratic free-enterprise system,appeal to emotion
The problems between races in America must be addressed.,appeal to emotion
Drop dead. Drop dead.,appeal to emotion
"We have people getting access to capital. Small businessmen and women, African-American, Asian Americans, Latino Americans, female Americans would be able to start their businesses.",appeal to emotion
It is extremely risky.,appeal to emotion
"Before I answer that, Jim, let me just say it is disgraceful, the campaign being waged to scare the American senior citizens, in this state and my home state of, well, New York and California, about Medicare.",appeal to emotion
"A commission is fine, but a commission would not do any good if we adopted this risky $550-billion tax scheme. The word ""scary"" has been used.",appeal to emotion
much harsher language,appeal to emotion
"Folks, they have no plan. They have absolutely no plan.",ad hominem
We have gone from the biggest deficits eight years ago to the biggest surpluses in history today.,appeal to emotion
There's too much bitterness in Washington. There's too much wrangling.,appeal to emotion
And I had the will of the people in my state behind me.,appeal to emotion
"But if you're a younger worker, if you're younger, you better hope this country thinks differently, otherwise you're gonna be faced with huge payroll taxes or reduced benefits.",appeal to emotion
"And I beg the American people, any time they think about reforming education to take this piece of society that doesn't have a chance and take these little pieces of clay that can be shaped and molded and give them the same love and nurture and affection and support you give your children and teach them that they're unique and that they're precious and that there's only one person in the world like them and you will see this nation bloom.",appeal to emotion
"Now, finally, if you can't pay the bills you're dead in the water.",appeal to emotion
"It happened because I could work with people -- Republicans and Democrats. That's why we've had 24 retired generals and admirals, hundreds of business people, many of them Republican, support this campaign.",appeal to (false) authority
"In 1974, we had the worst recession, the deepest and most penetrating recession since the Second World War.",appeal to emotion
an enormous number of jobs,appeal to emotion
entirely spurious,appeal to emotion
dangerous,appeal to emotion
blamed,appeal to emotion
accused,appeal to emotion
I believe that there is enough extravagance and fat in government.,appeal to emotion
"Governor Reagan's proposal, the Reagan-Kemp-Roth proposal, is one of the most highly inflationary ideas that ever has been presented to the American public.",appeal to emotion
this ridiculous proposal,appeal to emotion
a heartless kind of approach,appeal to emotion
a distortion of the situation,appeal to emotion
"I notice that Governor Reagan recently mentioned the Reagan-Kemp-Roth proposal. which his own running mate, George Bush, described as voodoo economics, and said that it would result in a 30% inflation rate. And Business Week, which is not a Democratic publication, said that this Reagan-Kemp-Roth proposal - and I quote them, I think - was completely irresponsible and would result in inflationary pressures which would destroy this nation.",appeal to (false) authority
"As a matter of fact, one of the secretaries of HEW under Mr. Carter testified that he thought there was $7 billion worth of fraud and waste in welfare and in the medical programs associated with it. We've had the Central Accounting. Office estimate that there is probably tens of billions of dollars that is lost in fraud alone, and they have added that waste adds even more to that.",appeal to (false) authority
"Mr. Carter had also promised that he would not use unemployment as a tool to fight against inflation. And yet, his 1980 economic message stated that we would reduce productivity and gross national product and increase unemployment in order to get a handle on inflation, because in January, at the beginning of the year, it was more than 18%.",ad hominem
The President's economic plan calls for increasing the taxes to the point that we finally take so much money away from the people that we can balance the budget in that way. But we will have a very poor nation and a very unsound economy if we follow that path.,slippery slope
"And that's why the plan that I've put forward for manufacturing and education, and reducing our deficit in a sensible way, using the savings from ending wars, to rebuild America and putting people back to work.",appeal to emotion
"Five million jobs doesn't even keep up with our population growth. And the only reason the unemployment rate seems a little lower today is because of all the people that have dropped out of the workforce.  The president has tried, but his policies haven't worked.",false causality
This issue is an issue that divides Americans deeply.,appeal to emotion
I was in Los Angeles recently and I talked to a woman who told me that she had an abortion when she was 17 years of age. And looking back on that she said it was a mistake.,appeal to emotion
"we believe there are way too many abortions in this country. And the way to reduce them is by reducing the number of unwanted pregnancies, not vetoing family planning legislation the way George Bush has consistently done.",appeal to (false) authority
"And if you support them, don't be surprised that that is exactly what they want to do and that is why Dan Quayle refuses to say this evening that he supports the right of a woman to choose.",appeal to (false) authority
"You know, one of the reasons so many Republicans are supporting the Clinton- Gore ticket is because they've turned over the party to this right wing extremist group which takes positions on issues like abortion that don't even allow exceptions for rape and incest.",appeal to (false) authority
You wrote a letter saying that you oppose taxpayer funding of abortion. Bill Clinton has the same type of a record.,ad hominem
Bill Clinton has trouble telling the truth. 3 words he fears most in the English language.,ad hominem
the lie that we told,appeal to emotion
"If the United States had not moved when we did in southern Africa, there's no doubt there would have been an acceleration of bloodshed in that tragic part of the world.",slippery slope
"If we had not taken our initiative, it's very, very possible that uh - the government of Rhodesia would have been overrun and that the Soviet Union and the Cubans would have dominated uh - southern Africa.",slippery slope
another one of her disasters,appeal to emotion
a total mess,appeal to emotion
beauty,appeal to emotion
choking,appeal to emotion
That's why we're losing—we're losing—we lose on everything.,appeal to emotion
have said that Donald is unfit to be the commander- in-chief.,appeal to (false) authority
"I do want to say that I was just endorsed—and more are coming next week—it will be over 200 admirals, many of them here—admirals and generals endorsed me to lead this country.",appeal to (false) authority
"it.In addition, I was just endorsed by ICE.",appeal to (false) authority
I was just endorsed by ICE.,appeal to (false) authority
"it was actually covered very accurately in the New York Times, which is unusual for the New York Times",ad hominem
I also have a much better temperament than she has,ad hominem
you were totally out of control,ad hominem
"I said, there's a person with a temperament that's got a problem.",ad hominem
It's lies.,ad hominem
his cavalier attitude,ad hominem
And I would just like to say that this debate in a way is a living tribute to Mel Carnahan because he loved the vigorous discussion of ideas in our democracy. He was a fantastic governor of Missouri.,appeal to emotion
"We've seen, in this world, a development of a tremendous threat to us.",appeal to emotion
I also - know that as far as the human beings on this earth are concerned that the nonproliferation of atomic weapons is number one.,appeal to emotion
This kind of confusion and absence of leadership has let us drift now for two years with a constantly increasing threat of atomic weapons throughout the world.,false causality
If we continue under Mr. Ford's policy by 1985 or '90 we'll have twenty nations that have the capability of exploding atomic weapons. This has got to be stopped. That is one of the major challenges and major undertakings that I will assume as the next president.,slippery slope
I'm talking about a national mood.,appeal to emotion
I'm talking about our willingness to bear any burdens in order to maintain our own freedom and in order to meet our freedom around the globe.,appeal to emotion
"Because when you do not tax, and tax enough to pay for your outgo, you pay it many times over in higher prices and inflation;",slippery slope
my best judgment,appeal to emotion
It is actuarially sound.,appeal to emotion
"the most fantastic program, the worst program",appeal to emotion
foisted upon it in an election year or any other time,appeal to emotion
a phony interest rate,appeal to emotion
"Well, all that I can suggest is that all the experts who have studied the program indicate that it is the most fantastic program, the worst program, insofar as its effect on the farmers, that the - America has ever had foisted upon it in an election year or any other time.",appeal to (false) authority
"Mr. Nixon misstates my figures constantly, which uh - is of course his right, but the fact of the matter is: here is where I stand and I just want to have it on the public record.",ad hominem
"Then he goes on to say that he's going to change the interest-rate situation and we're going to get some more money that way. Well, what he is saying there in effect, we're going to have inflation. We're going to go right back to what we had under Mr. Truman when he had political control of the Federal Reserve Board.",slippery slope
And what that’s going to do is a disaster for the country.,appeal to emotion
a national catastrophe,appeal to emotion
And it is sort of amusing to hear somebody who hasn’t paid federal income taxes in maybe 20 years talking about what he’s going to do.But,appeal to emotion
"million.We have to make up for lost times, because I want to invest in you. I want to invest in hard-working families.",appeal to emotion
"And I think it’s been unfortunate, but it’s happened, that since the Great Recession, the gains have all gone to the top.",appeal to emotion
a wonderful charge,appeal to emotion
"After 9/11, I went to work with Republican mayor, governor and president to rebuild New York and to get health care for our first responders who were suffering because they had run toward danger and gotten sickened by it.",appeal to emotion
Because she has been a disaster as a senator. A disaster.,appeal to emotion
"so.Eight million kids every year have health insurance, because when I was first lady I worked with Democrats and Republicans to create the Children’s Health Insurance Program.",false causality
Hundreds of thousands of kids now have a chance to be adopted because I worked to change our adoption and foster care system.,false causality
"Well, why didn’t she change it? Why didn’t you change it when you were a senator? The reason you didn’t is that all your friends take the same advantage that I do. And I do.",ad hominem
She never changed. And she never will change. She never will change.We,ad hominem
he lives in an alternative reality,ad hominem
any hope for success,appeal to emotion
and I know how difficult it is to sustain troops close to the shore under artillery bombardment.,appeal to emotion
